freq,unit,coicop,geo\TIME_PERIOD	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,RCH_A_AVG,CP09522,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-2.5 	-0.2 	1.8 	5.3 	3.5 	6.2 	9.9 	: 
A,RCH_A_AVG,CP09522,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	4.5 	5.6 	-0.6 	4.2 	9.5 	6.1 	0.9 	6.5 	3.9 	2.5 	4.0 	5.0 	4.1 
A,RCH_A_AVG,CP09522,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: 	: 	: 
A,RCH_A_AVG,CP09522,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.6 	5.8 	2.6 	2.5 	5.7 	4.4 	15.3 	15.0 	6.6 
A,RCH_A_AVG,CP09522,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	6.4 	7.5 	5.8 	4.9 	3.0 	11.3 	2.9 	3.1 
A,RCH_A_AVG,CP09522,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.8 	12.6 	14.2 	3.1 	21.4 	17.4 	12.3 
A,RCH_A_AVG,CP09522,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.8 d	21.9 d	1.4 d	8.2 d	3.9 d	21.5 d	2.3 d	0.0 d
A,RCH_A_AVG,CP09522,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.2 	2.0 	3.9 	-0.6 	5.4 	3.2 	14.9 	2.4 	0.4 	9.4 
A,RCH_A_AVG,CP09522,SI	: 	: 	: 	: 	: 	: 	7.6 	6.3 	2.2 	4.7 	5.0 	3.2 	2.7 	4.9 	3.1 	-0.5 	5.9 	6.3 	3.4 	0.2 	3.3 	0.7 	4.1 	7.9 	8.1 	3.5 	9.4 	6.2 	6.4 
A,RCH_A_AVG,CP09522,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.8 	4.5 	3.9 	8.4 	9.4 	10.0 	9.7 	9.0 
A,RCH_A_AVG,CP09522,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.3 	5.8 	: 	: 	: 	: 	: 
A,RCH_A_AVG,CP0953,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 d	0.0 d	1.9 d	0.8 d	2.0 d	3.1 d	5.3 d	-0.4 d
A,RCH_A_AVG,CP0953,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.1 	0.3 	0.6 	2.0 	3.0 	0.8 	0.1 	3.9 	3.2 	6.2 	3.6 
A,RCH_A_AVG,CP0953,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 	0.9 	0.4 	2.1 	9.9 	6.3 	2.8 	2.6 	1.2 	1.9 	3.6 	2.2 	0.9 	0.8 	0.7 	0.4 	2.3 	2.9 	4.0 
A,RCH_A_AVG,CP0953,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.0 	1.3 	0.9 	0.8 	0.5 	-3.1 	2.2 	0.2 	1.7 
A,RCH_A_AVG,CP0953,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.8 	0.5 	1.6 	-0.6 	1.5 	27.0 	35.5 	7.0 
A,RCH_A_AVG,CP0953,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.1 	1.6 	-0.5 	1.5 	3.3 	1.6 	8.8 	7.5 	3.4 
A,RCH_A_AVG,CP0953,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.0 	0.1 	1.2 	1.9 	1.5 	0.8 	3.6 	4.8 	3.4 
A,RCH_A_AVG,CP0953,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.4 	2.3 	5.0 	0.7 	3.2 	-0.8 	-1.9 	1.3 	1.9 	1.7 	-3.0 	1.9 	-2.0 	-0.4 
A,RCH_A_AVG,CP0953,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	1.5 	1.4 	1.0 	3.4 	4.5 	2.9 
A,RCH_A_AVG,CP0953,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	1.5 	1.4 	1.0 	3.4 	4.6 	2.9 
A,RCH_A_AVG,CP0953,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	1.5 	1.5 	1.0 	3.5 	4.6 	2.9 
A,RCH_A_AVG,CP0953,EEA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.0 	1.6 	1.5 	1.1 	4.0 	5.1 	3.0 
A,RCH_A_AVG,CP0953,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	0.5 	-0.6 	0.2 	0.1 	0.0 	1.7 	3.6 	9.7 
A,RCH_A_AVG,CP0953,EU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.0 	1.6 	1.5 	1.1 	4.0 	5.1 	3.0 
A,RCH_A_AVG,CP0953,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.2 	1.7 	1.6 	1.1 	4.0 	5.1 	3.0 
A,RCH_A_AVG,CP0953,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.0 	1.6 	: 	: 	: 	: 	: 
A,RCH_A_AVG,CP0953,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	0.8 	3.4 u	2.1 u	2.7 	1.7 	2.0 
A,RCH_A_AVG,CP0953,FR	: 	1.3 	1.8 	2.1 	1.9 	2.4 	2.3 	2.0 	2.2 	0.9 	-0.2 	1.4 	1.4 	1.9 	2.0 	2.5 	2.7 	0.9 	2.3 	2.4 	2.7 	2.5 	1.0 	2.7 	1.4 	1.0 	1.6 	3.9 	2.1 
A,RCH_A_AVG,CP0953,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	-0.4 	0.5 	2.5 	3.7 	0.3 	8.3 	8.2 	2.5 
A,RCH_A_AVG,CP0953,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	2.1 	2.7 	8.4 	6.8 	5.9 	9.8 	13.1 	6.3 
A,RCH_A_AVG,CP0953,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	0.7 	-6.0 	-2.5 	-0.6 	1.6 	0.9 
A,RCH_A_AVG,CP0953,LT	: 	: 	4.2 	0.7 	-0.9 	-0.1 	-0.8 	-0.3 	0.3 	1.0 	1.4 	2.4 	9.2 	4.0 	-0.6 	-0.6 	0.4 	-0.1 	1.2 	7.3 	3.5 	3.3 	2.4 	2.1 	0.2 	0.9 	5.8 	6.4 	2.8 
A,RCH_A_AVG,CP0953,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.8 	2.1 	0.0 	0.4 	1.9 	2.0 	1.7 	-0.4 	1.1 
A,RCH_A_AVG,CP0953,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.3 d	0.3 d	0.0 d	1.5 d	3.9 d	0.0 d	13.5 d	6.5 d	0.8 d
A,RCH_A_AVG,CP0953,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 d	6.5 d	5.3 d	-0.8 d	2.3 d	0.9 d	8.1 d	4.7 d	9.2 d
A,RCH_A_AVG,CP0953,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	0.1 	0.7 	-0.7 	2.3 	: 	: 	: 
A,RCH_A_AVG,CP0953,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 	0.5 	3.9 	-0.5 	1.3 	4.5 	-2.2 	1.2 	2.1 	4.8 	2.7 	7.4 	1.1 	-7.9 
A,RCH_A_AVG,CP0953,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.2 	2.6 	2.8 	5.4 	4.6 	4.3 	16.3 	16.7 	7.4 
A,RCH_A_AVG,CP0953,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	2.7 	3.1 	2.1 	5.6 	12.9 	15.4 
A,RCH_A_AVG,CP0953,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.1 d	-1.1 d	4.1 d	1.1 d	1.9 d	7.3 d	8.3 d	2.5 d
A,RCH_A_AVG,CP0953,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.4 	-0.7 	0.8 	0.1 	0.0 	-0.2 	1.9 	0.6 	-0.6 	0.7 
A,RCH_A_AVG,CP0953,SI	: 	: 	: 	: 	: 	: 	2.9 	2.2 	4.8 	2.2 	2.2 	2.0 	2.2 	3.5 	1.3 	0.6 	1.2 	1.6 	2.2 	0.4 	-1.1 	0.8 	2.9 	3.1 	0.6 	1.2 	3.7 	3.7 	0.4 
A,RCH_A_AVG,CP0953,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 	2.2 	1.6 	1.8 	3.4 	7.5 	10.2 	6.0 
A,RCH_A_AVG,CP0953,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 
A,RCH_A_AVG,CP0953_0954,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 d	0.2 d	1.4 d	0.4 d	1.4 d	5.9 d	8.7 d	2.6 d
A,RCH_A_AVG,CP0953_0954,AT	: @C	-0.8 	-1.8 	0.3 	0.1 	1.9 	1.9 	3.5 	2.2 	-0.7 	1.1 	2.5 	2.3 	3.6 	3.3 	3.5 	3.8 	1.4 	1.7 	2.0 	1.6 	1.9 	2.6 	1.8 	1.3 	3.8 	5.5 	8.4 	3.6 
A,RCH_A_AVG,CP0953_0954,BE	0.9 	1.3 	2.4 	1.2 	0.8 	3.6 	4.1 	1.9 	2.4 	0.7 	0.4 	2.7 	4.1 	4.8 	8.3 	5.7 	3.6 	3.9 	1.8 	1.6 	2.1 	0.3 	1.2 	1.1 	0.7 	0.8 	5.8 	9.2 	3.6 
A,RCH_A_AVG,CP0953_0954,BG	: 	: 	18.9 	16.1 	7.8 	7.3 	4.0 	0.0 	-0.7 	-0.1 	3.1 	6.7 	13.8 	8.3 	2.5 	4.9 	5.3 	3.0 	0.8 	0.9 	1.4 	2.1 	3.2 	4.8 	3.1 	4.0 	17.3 	13.0 	3.2 
A,RCH_A_AVG,CP0953_0954,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	-1.4 	2.3 	3.1 	1.0 	1.2 	-0.4 	-0.5 	0.8 	-0.2 	0.0 	1.2 	1.9 	1.5 	0.8 	-0.9 	4.3 	3.2 	0.7 
A,RCH_A_AVG,CP0953_0954,CY	: 	1.3 	4.3 	-0.5 	3.3 	1.8 	2.2 	5.1 	2.3 	0.9 	0.0 	0.1 	1.1 	2.5 	0.9 	0.6 	2.2 	2.2 	0.3 	0.6 	-0.8 	-0.3 	-0.6 	0.0 	0.3 	0.0 	16.6 	13.5 	0.8 
A,RCH_A_AVG,CP0953_0954,CZ	: 	: 	: 	: 	: 	2.4 	1.6 	0.7 	0.4 	-0.1 	-0.2 	0.3 	1.3 	1.0 	-0.3 	1.0 	0.2 	-0.3 	0.0 	1.9 	0.3 	-0.4 	-0.6 	0.2 	-0.4 	0.2 	12.8 	8.6 	1.6 
A,RCH_A_AVG,CP0953_0954,DE	1.8 	0.6 	0.7 	0.7 	0.9 	2.3 	1.8 	0.5 	-0.8 	-0.4 	0.1 	1.2 	1.3 	3.1 	0.7 	1.2 	0.9 	2.4 	1.6 	1.6 	2.2 	2.5 	2.1 	1.7 	1.3 	1.5 	5.8 	6.9 	2.9 
A,RCH_A_AVG,CP0953_0954,DK	: @C	3.2 	2.8 	2.9 	1.9 	1.5 	2.9 	1.5 	0.8 	0.7 	-0.8 	3.0 	1.0 	2.8 	1.3 	3.9 	2.2 	4.9 	-0.1 	2.9 	1.2 	1.2 	-0.3 	2.2 	1.1 	-1.3 	7.2 	4.6 	1.1 
A,RCH_A_AVG,CP0953_0954,EA	: 	0.8 	0.9 	0.8 	1.2 	3.2 	2.6 	1.6 	0.7 	0.4 	0.7 	1.6 	2.0 	3.0 	1.6 	1.7 	1.5 	1.5 	0.6 	1.4 	1.5 	1.2 	1.3 	1.3 	1.3 	0.8 	5.7 	7.7 	2.3 
A,RCH_A_AVG,CP0953_0954,EA19	: 	: 	: 	: 	: 	: 	2.6 	1.6 	0.8 	0.4 	0.7 	1.6 	2.0 	3.0 	1.6 	1.7 	1.5 	1.5 	0.6 	1.4 	1.5 	1.2 	1.3 	1.3 	1.3 	0.8 	5.7 	7.7 	2.3 
A,RCH_A_AVG,CP0953_0954,EA20	: 	: 	: 	: 	: 	: 	2.5 	1.6 	0.8 	0.4 	0.7 	1.7 	2.0 	3.0 	1.6 	1.8 	1.5 	1.5 	0.6 	1.4 	1.5 	1.2 	1.3 	1.3 	1.3 	0.8 	5.7 	7.7 	2.3 
A,RCH_A_AVG,CP0953_0954,EE	: 	: 	: 	: 	: 	: 	5.1 	1.0 	0.1 	0.1 	-0.8 	1.0 	3.8 	2.6 	-0.3 	3.2 	3.3 	4.0 	2.3 	3.8 	0.0 	0.3 	4.6 	3.5 	0.2 	2.2 	15.2 	14.6 	1.9 
A,RCH_A_AVG,CP0953_0954,EEA	: 	0.5 	1.2 	1.2 	1.5 	2.1 	2.4 	1.3 	0.6 	0.2 	0.5 	0.9 	2.1 	3.9 	2.8 	2.5 	1.7 	1.9 	1.0 	1.2 	1.6 	1.8 	1.6 	1.7 	1.6 	1.3 	7.2 	8.4 	2.6 
A,RCH_A_AVG,CP0953_0954,EL	10.2 	3.9 	3.1 	0.1 	2.0 	3.2 	2.6 	4.2 	3.8 	2.7 	2.1 	2.6 	3.2 	2.4 	2.6 	2.7 	1.9 	0.4 	-0.3 	-0.4 	1.0 	0.2 	0.2 	0.6 	0.3 	0.6 	6.5 	4.5 	3.1 
A,RCH_A_AVG,CP0953_0954,ES	5.1 	0.8 	0.8 	1.3 	1.4 	1.8 	3.6 	2.7 	2.2 	1.0 	1.5 	2.7 	3.7 	3.2 	1.7 	2.7 	1.8 	3.2 	0.4 	0.6 	1.1 	0.3 	1.9 	2.4 	2.0 	0.8 	8.0 	9.2 	2.0 
A,RCH_A_AVG,CP0953_0954,EU	: 	0.5 	1.2 	1.2 	1.5 	2.1 	2.4 	1.3 	0.6 	0.2 	0.5 	0.9 	2.0 	3.8 	2.8 	2.6 	1.7 	1.9 	1.0 	1.2 	1.5 	1.8 	1.6 	1.7 	1.6 	1.2 	7.2 	8.4 	2.6 
A,RCH_A_AVG,CP0953_0954,EU27_2020	: 	: 	: 	: 	: 	: 	2.9 	1.7 	1.1 	0.6 	0.6 	1.6 	2.1 	3.2 	1.8 	1.9 	1.7 	1.6 	0.7 	1.4 	1.5 	1.2 	1.4 	1.6 	1.6 	1.2 	7.2 	8.4 	2.6 
A,RCH_A_AVG,CP0953_0954,EU28	: 	: 	: 	: 	: 	: 	2.6 	1.4 	0.8 	0.3 	0.5 	0.9 	2.0 	3.8 	2.8 	2.6 	1.7 	1.9 	1.0 	1.2 	1.5 	1.8 	1.6 	1.7 	: 	: 	: 	: 	: 
A,RCH_A_AVG,CP0953_0954,FI	1.8 	1.3 	0.7 	1.7 	2.9 	3.0 	1.8 	2.1 	1.3 	0.2 	2.0 	1.5 	1.1 	3.5 	2.5 	1.5 	1.4 	1.9 	0.9 	1.9 	1.0 	2.0 	1.1 	1.5 	3.4 u	2.1 u	2.7 	1.7 	2.0 
A,RCH_A_AVG,CP0953_0954,FR	: 	0.7 	1.3 	0.7 	1.2 	3.9 	3.0 	1.8 	1.0 	1.5 	1.5 	1.8 	2.0 	2.8 	1.1 	1.3 	1.5 	0.2 	0.0 	1.5 	1.4 	0.8 	1.0 	0.9 	0.5 	0.4 	5.1 	7.7 	1.8 
A,RCH_A_AVG,CP0953_0954,HR	: 	: 	: 	-2.5 	-2.1 	1.4 	-9.1 	4.7 	0.4 	3.2 	0.6 	5.0 	5.4 	2.6 	1.4 	2.9 	5.0 	4.0 	1.5 	1.9 	2.9 	1.6 	0.5 	1.7 	2.6 	0.5 	13.3 	11.7 	2.4 
A,RCH_A_AVG,CP0953_0954,HU	: 	: 	: 	: 	: 	: 	4.5 	2.1 	2.7 	1.6 	0.4 	2.8 	3.1 	5.3 	4.3 	3.2 	7.1 	4.5 	1.4 	2.1 	2.8 	2.7 	2.5 	6.4 	5.1 	6.4 	14.8 	19.3 	8.3 
A,RCH_A_AVG,CP0953_0954,IE	4.2 	1.3 	1.6 	2.3 	3.0 	4.0 	2.4 	0.9 	1.3 	0.2 	-0.5 	0.1 	1.3 	-0.9 	0.0 	0.8 	0.3 	-0.2 	-1.2 	-0.1 	0.9 	-1.8 	-1.6 	-0.1 	-3.8 	-1.0 	2.1 	2.8 	1.3 
A,RCH_A_AVG,CP0953_0954,IS	5.0 	-0.5 	-0.1 	1.5 	0.0 	7.1 	14.6 	-0.8 	2.8 	0.7 	9.8 	11.2 	28.9 	52.2 	2.0 	4.6 	1.5 	5.0 	-0.4 	-0.9 	1.8 	-5.4 	3.0 	7.4 	10.6 	7.9 	7.9 	6.1 	7.0 
A,RCH_A_AVG,CP0953_0954,IT	5.0 	1.4 	0.8 	0.6 	2.7 	5.0 	2.8 	2.4 	2.5 	1.5 	1.1 	3.0 	3.3 	2.9 	2.8 	2.6 	2.4 	1.2 	1.1 	0.9 	0.7 	1.6 	1.0 	1.2 	1.2 	-0.9 	5.0 	7.3 	2.9 
A,RCH_A_AVG,CP0953_0954,LT	: 	1.2 	-1.9 	-3.0 	-3.2 	-2.8 	-1.4 	-1.4 	-2.8 	0.1 	-0.1 	2.2 	7.7 	6.1 	2.1 	2.6 	2.1 	3.0 	2.0 	4.0 	4.4 	3.3 	2.6 	3.3 	1.3 	0.4 	11.7 	11.4 	0.0 
A,RCH_A_AVG,CP0953_0954,LU	2.9 	-0.3 	0.2 	1.1 	1.1 	1.9 	1.6 	1.4 	2.0 	1.7 	1.3 	3.5 	1.0 	2.8 	1.6 	1.4 	2.6 	3.2 	2.6 	3.3 	1.8 	2.8 	1.8 	0.7 	2.2 	1.2 	5.4 	4.5 	-1.1 
A,RCH_A_AVG,CP0953_0954,LV	: 	7.6 	1.0 	-0.4 	-1.3 	2.3 	-0.2 	1.2 	4.3 	3.4 	5.2 	7.1 	4.9 	5.7 	2.0 	1.3 	3.0 	5.4 	2.4 	1.2 	2.9 	1.0 	1.7 	2.2 	1.7 	1.5 	9.5 	9.4 	1.7 
A,RCH_A_AVG,CP0953_0954,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.0 d	0.7 d	-1.1 d	-1.8 d	-0.3 d	1.0 d	29.2 d	30.9 d	10.6 d
A,RCH_A_AVG,CP0953_0954,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.3 d	-0.7 d	1.2 d	1.9 d	-0.2 d	1.7 d	1.1 d	2.3 d	-2.0 d	-2.2 d	1.9 d	3.5 d	3.6 d	0.0 d	1.8 d	2.7 d	10.8 d	15.3 d	7.7 d
A,RCH_A_AVG,CP0953_0954,MT	: 	3.1 	5.3 	0.6 	-6.4 	3.1 	5.5 	0.7 	1.2 	0.8 	2.3 	3.3 	4.8 	1.2 	0.1 	2.6 	6.0 	3.5 	1.6 	4.0 	4.9 	1.8 	1.1 	2.0 	6.0 	3.8 	7.1 	9.7 	8.7 
A,RCH_A_AVG,CP0953_0954,NL	0.3 	1.4 	0.5 	1.8 	0.8 	4.4 	5.1 	2.4 	0.8 	-1.4 	-1.3 	-1.0 	-0.3 	3.3 	1.1 	0.8 	1.1 	2.2 	-0.6 	2.2 	2.1 	-0.4 	-0.5 	-0.7 	4.3 	0.1 	4.2 	11.0 	-2.5 
A,RCH_A_AVG,CP0953_0954,NO	4.3 	1.3 	-0.8 	4.0 	4.8 	5.3 	5.5 	4.8 	2.1 	3.4 	1.7 	6.6 	5.9 	6.6 	2.2 	-0.8 	1.2 	4.1 	3.9 	6.3 	4.6 	0.5 	1.5 	5.7 	5.5 	5.5 	4.8 	4.7 	-1.6 
A,RCH_A_AVG,CP0953_0954,PL	: 	10.5 d	10.2 d	8.6 d	8.9 	7.6 	3.0 	0.8 	3.2 	1.9 	-0.3 	0.2 	2.3 	4.2 	4.0 	3.4 	3.1 	2.3 	1.5 	1.1 	1.4 	1.5 	2.5 	3.4 	3.5 	4.2 	16.6 	11.4 	3.1 
A,RCH_A_AVG,CP0953_0954,PT	6.8 	2.7 	0.0 	1.8 	-1.6 	1.1 	-0.8 	0.5 	1.8 	0.9 	0.6 	-0.7 	-0.4 	1.2 	0.1 	2.0 	0.4 	-0.8 	-0.5 	0.7 	0.6 	0.9 	2.7 	3.6 	2.5 	0.6 	5.2 	9.8 	3.2 
A,RCH_A_AVG,CP0953_0954,RO	: 	: 	: 	: 	: 	: 	11.3 	10.2 	8.1 	5.2 	2.9 	1.9 	2.7 	3.5 	3.1 	3.2 	1.9 	2.1 	2.0 	1.7 	0.1 	1.0 	2.0 	2.5 	2.9 	2.5 	8.2 	15.1 	11.2 
A,RCH_A_AVG,CP0953_0954,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.1 d	4.6 d	11.7 d	10.8 d	15.2 d	7.5 d	9.7 d	3.8 d	2.6 d	0.9 d	3.0 d	1.7 d	1.1 d	2.6 d	3.4 d	16.1 d	19.8 d	2.8 d
A,RCH_A_AVG,CP0953_0954,SE	6.4 	0.1 	-1.5 	-1.0 	0.7 	1.2 	1.8 	0.5 	-1.1 	-2.6 	-2.6 	-1.4 	1.7 	5.4 	1.1 	0.7 	0.9 	0.7 	0.6 	0.5 	0.6 	-0.2 	0.9 	-1.1 	3.6 	3.2 	5.5 	4.5 	0.1 
A,RCH_A_AVG,CP0953_0954,SI	: 	: 	: 	: 	: 	5.4 	5.6 	5.4 	5.8 	4.3 	0.6 	2.9 	7.4 	6.1 	3.4 	3.7 	5.7 	4.0 	1.6 	0.9 	0.6 	0.9 	1.0 	3.1 	1.4 	2.3 	6.7 	6.0 	1.7 
A,RCH_A_AVG,CP0953_0954,SK	: 	-0.7 	-0.2 	4.6 	5.1 	5.2 	2.4 	1.3 	0.6 	-0.3 	-1.1 	0.4 	1.9 	1.4 	2.5 	1.2 	-0.5 	2.5 	-0.6 	1.7 	0.7 	0.8 	3.2 	2.8 	1.4 	2.4 	12.7 	13.0 	5.3 
A,RCH_A_AVG,CP0953_0954,TR	: 	61.1 d	103.6 d	64.7 d	52.9 d	65.1 d	41.1 d	14.5 d	5.8 d	2.5 d	4.4 d	6.6 d	5.9 d	9.0 d	4.0 d	4.3 d	6.5 d	5.1 d	13.9 d	13.6 d	12.8 d	22.8 d	25.4 d	26.2 d	6.1 d	16.1 d	82.8 d	50.7 d	54.0 d
A,RCH_A_AVG,CP0953_0954,UK	: 	-1.5 	2.5 	2.3 	2.0 	0.6 	2.1 	0.6 	0.0 	-0.5 	0.2 	-1.3 	1.9 	5.1 	5.5 	4.3 	1.7 	2.8 	2.0 	0.5 	1.9 	4.3 	2.3 	2.3 	: 	: 	: 	: 	: 
A,RCH_A_AVG,CP0953_0954,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.4 d	-0.9 d	3.1 d	0.3 d	1.5 d	3.7 d	3.6 d	4.2 d
A,RCH_A_AVG,CP0954,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.0 d	0.2 d	1.1 d	0.1 d	0.9 d	8.0 d	11.1 d	4.7 d
A,RCH_A_AVG,CP0954,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.4 	2.7 	2.2 	1.7 	2.3 	2.4 	2.0 	3.7 	6.8 	9.5 	3.6 
A,RCH_A_AVG,CP0954,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.3 	3.1 	4.8 	5.3 	8.0 	5.5 	3.9 	4.3 	2.0 	1.5 	1.7 	-0.4 	1.4 	1.2 	0.7 	1.0 	7.6 	12.2 	3.4 
A,RCH_A_AVG,CP0954,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.8 	0.9 	1.4 	2.1 	3.2 	4.8 	3.1 	4.0 	17.3 	13.0 	3.2 
A,RCH_A_AVG,CP0954,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.8 	1.2 	2.4 	1.7 	0.9 	0.3 	4.9 	5.1 	-0.1 
A,RCH_A_AVG,CP0954,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.0 	-0.9 	-0.5 	0.6 	-0.4 	14.2 	8.0 	-0.8 
